objectid,title,creator,subject,signature,date,description,condition,scope and contents,provenance,source,identifier,relation,type,media,format,frame,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb
jmz.108,Fall scene - Victor barn,"Wilcox, Jim",,"Jim Wilcox (printed, lower right)",,An impressionistic landscape of a mountain valley with a barn in the foreground. The trees around the barn and on the hillside are yellow and gold. There are hills and mountains in the background.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Gilcrease Museum's annual American Art in Miniature exhibition, 1989. The invoice is dated December 19, 1989. On the Gilcrease label: ""B.89.770; 'Fall Scene Victor Barn'; By Jim Wilcox; oil on panel; exhibited in: American Art In Miniature: 1989; November 16 - December 18, 1989."" On the back of the painting: ""1209-1089.""","Zarrow Collection, Oklahoma State University Archives",jmz.108,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image: 8 3/4 x 11 3/4 in.; framed: 16 1/8 x 19 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.108.png,/objects/jmz.108.png,/objects/small/jmz.108_sm.jpg,/objects/thumbs/jmz.108_th.jpg
jmz.109,Almost paradise (study),"Spaulding, Don",,"Don Spaulding (printed, lower right)",,A painting of two men riding horses and leading a packhorse as they are about to cross a stream. They are moving to the left. The man on the left is riding a paint horse and wearing an animal skin hat and fringed buckskin clothing. The man to his right is riding an Appaloosa and he is wearing a black wide-brimmed hat and buckskin clothing. He is looking backward over his left shoulder. The packhorse is following the second horse. Both men are carrying rifles. The trees in the background are gold and yellow.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Gilcrease Museum's annual American Art in Miniature exhibition, Tulsa, OK, November 14, 1989. On the back of the painting: ""Property of Mr. and Mrs. Jack Zarrow...; Exhibited in 'American Art In Miniature: 1989'; November 16 - December 18, 1989; Gilcrease Museum - Tulsa, OK; Study for 'Almost Paradise'; by Don Spaulding oil.""","Zarrow Collection, Oklahoma State University Archives",jmz.109,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image 4 1/2 x 8 3/4 in.; framed: 10 7/8 x 15 1/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.109.png,/objects/jmz.109.png,/objects/small/jmz.109_sm.jpg,/objects/thumbs/jmz.109_th.jpg
jmz.11,Hasty retreat,"Joshua, Lee Roy",Creek (culture or style); Seminole,"Joshua (forming a peak) '79 (printed, lower right)",1979,"A painting on blue mat board of a man on a gray horse with his hair flying as he rides a horse at a run toward the viewer. The man is holding a bow, arrows and a shield in his left hand.",undamaged; acidic mats; cardboard backing; torn dust cover,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from the artist, either at their home or from the artist's truck in the Five Civilized Tribes Museum, Muskogee, OK, circa 1980.","Zarrow Collection, Oklahoma State University Archives",jmz.11,,Image,Tempera,image/png,Wood (plant material),image: 15 x 11 in.; framed: 22 1/4 x 18 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.11.png,/objects/jmz.11.png,/objects/small/jmz.11_sm.jpg,/objects/thumbs/jmz.11_th.jpg
jmz.110,Vaquero,"Pummill, Robert",,"Pummill CA (printed, lower right)",,"An impressionistic portrait of a man wearing a wide-brimmed, high-crowned, cream-colored hat. The man is facing the viewer and is wrapped in a blanket with wide stripes.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Cowboy Artist of America Museum Gift Shop, Kerrville, TX, March 7, 1992.","Zarrow Collection, Oklahoma State University Archives",jmz.110,,Image,Oil paint (paint),image/png,Wood (plant material); Gray (color); Gold (color); Carving (processes),image: 11 x 8 1/2 in.; framed: 15 5/8 x 13 1/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.110.png,/objects/jmz.110.png,/objects/small/jmz.110_sm.jpg,/objects/thumbs/jmz.110_th.jpg
jmz.111,Untitled (Fruit still life),"Duecker, Otto",,"Signed on the back (printed, lower right)",,"A still life painting of various fruit sitting on a table. From left to right: an orange and an orange slice, a lime and a lime slice, a plum with an apple behind it, a lemon and a lemon slice and two halves of a peach. A knife is lying on the table in front of the apple and the plum.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from Otto Duecker at his studio, Tulsa, OK, November 1996, shortly before Duecker's solo exhibition at the Holliman Gallery, Walter Arts Center, Tulsa, OK, November 3-26, 1996.","Zarrow Collection, Oklahoma State University Archives",jmz.111,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image: 12 1/4 x 24 in.; framed: 18 1/4 x 30 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.111.png,/objects/jmz.111.png,/objects/small/jmz.111_sm.jpg,/objects/thumbs/jmz.111_th.jpg
jmz.112,Winter in Taos,"Daughters, Robert",,"R. Daughters (script, lower right)",,An impressionistic painting of a winter landscape. The foreground is covered with snow and a road or trail is winding from the center bottom toward some trees that are depicted in shades of gold and orange. Hills or mountains are suggested in the distance.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from Linda McAdoo Galleries, Ltd., Santa Fe, NM, December 26, 1990. This painting was one of two the Zarrows purchased. The other painting was ""Quinces and White Creamer"" by David Lebow. On the stretcher: ""'Winter In Taos' R Daughters.""","Zarrow Collection, Oklahoma State University Archives",jmz.112,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color); Carving (processes),image: 16 x 12 in.; framed: 24 3/4 x 20 3/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.112.png,/objects/jmz.112.png,/objects/small/jmz.112_sm.jpg,/objects/thumbs/jmz.112_th.jpg
jmz.113,After the Gold Rush,"Love, Ralph",,"Love 1978 (printed, lower left)",1978,A painting of an old framed building that is partially collapsed. It appears to be located on a hillside in a mountain valley. On the left is the corner of another building. Portions of two fences connect the two buildings.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the artist's studio in Temecula, CA, circa 1980. This painting was one of three by Ralph Love purchased at the time. The other two were ""Grand Canyon"" and ""San Francisco."" Ralph Love produced signed and numbered reproductions of this painting. He gave Mr. and Mrs. Zarrow two copies, 3/450 and 4/450. On the stretcher: ""'After The Gold Rush' #1614 '78 Ralph Love, Temecula, CA.""","Zarrow Collection, Oklahoma State University Archives",jmz.113,Original painting of jmz.381.,Image,Oil paint (paint),image/png,Wood (plant material); Gray (color); Gold (color),image: 24 x 36 in.; framed: 36 3/8 x 48 3/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.113.png,/objects/jmz.113.png,/objects/small/jmz.113_sm.jpg,/objects/thumbs/jmz.113_th.jpg
jmz.114,Lifting fog at Laguna,"Ellison, Jody",,"J. Ellison (printed, lower left)",,"An impressionistic painting of a sea coast with a city both along the shore and on a hillside above the water. In the middle ground, there is a rock breakwater that extends into the sea. In the foreground, there is a rocky shore.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at Miss Jackson's in Utica Square, Tulsa, OK, September 20, 1996. On the stretcher: ""Purchased: 9/20/96 at Miss Jackson show; Jody Ellison; 'Lifting Fog At Laguna' 14"" X 18""""","Zarrow Collection, Oklahoma State University Archives",jmz.114,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color); Carving (processes),image: 13 7/8 x 18 in.; framed: 19 1/4 x 23 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.114.png,/objects/jmz.114.png,/objects/small/jmz.114_sm.jpg,/objects/thumbs/jmz.114_th.jpg
jmz.115,Cantaloupe and copper,"Potter, Joan",,,,"A still life painting of a cantaloupe and a wedge cut out of it, a copper pitcher, bunches of purple grapes and three white onions sitting on a blue-flowered fringed tablecloth.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow via mail from Gallery at Shoal Creek, Austin, TX, March 23, 1991. They contacted the gallery about this artist's work after a visit in February 1991.","Zarrow Collection, Oklahoma State University Archives",jmz.115,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image: 16 x 20 in.; framed: 22 1/4 x 26 1/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.115.png,/objects/jmz.115.png,/objects/small/jmz.115_sm.jpg,/objects/thumbs/jmz.115_th.jpg
jmz.116,Chamita adobes,"Gonske, Walt",,"Gonske NAWA (printed, lower left)",,"An impressionistic painting of three buildings. The dominant view is of the roofs. Two of the roofs appear to be tin, galvanized-metal roofs.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at a wall sale at the Gilcrease Museum's annual American Art in Miniature exhibition, November 16, 1990. On the back of the painting: ""Gonske 'Chamita Adobe' #1733."" On a card stapled to the stretcher: ""Artist: Walt Gonske, Title: 'Chamita Adobies'; Size: 9 X 14, Med. - oil on canvas""","Zarrow Collection, Oklahoma State University Archives",jmz.116,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image: 9 x 14 in.; framed: 15 7/8 x 20 7/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.116.png,/objects/jmz.116.png,/objects/small/jmz.116_sm.jpg,/objects/thumbs/jmz.116_th.jpg
jmz.117,Pony songs,"Creepingbear, Mirac",Kiowa (culture or style); Pawnee (culture or style); Arapaho (culture or style),"Creepingbear '88 (script, lower left)",1988,A painting of overlapping images. On the left is a horse that has images of a buffalo herd overlapping its hindquarters. The herd appears to come from the upper right. Behind the buffalo herd and above the horse is the upper portion of a man's face facing the viewer. His hair streams away from his head and becomes part of the sky.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Oklahoma Indian Art Gallery, Oklahoma City, OK, March 21, 1992. This painting was originally purchased by Bob McCabe from Mirac Creepingbear in 1984. It was in his collection until 1992 when the Zarrows purchased it.","Zarrow Collection, Oklahoma State University Archives",jmz.117,,Image,Acrylic paint,image/png,Wood (plant material); Gold (color),image: 8 3/4 x 11 5/8 in.; framed: 18 7/8 x 21 7/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.117.png,/objects/jmz.117.png,/objects/small/jmz.117_sm.jpg,/objects/thumbs/jmz.117_th.jpg
jmz.118,Winter landscape below Taos Mountain,"Gobel, Rod",,"Rod Gobel (printed, lower right)",,"An impressionistic painting of a winter landscape. In the foreground, the ground is covered with snow with some patches of earth showing. In the middle ground, there is a grove of trees with snow on them and in the distance, there is a snow-covered peak.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Total Arts Gallery, Taos, NM, May 13, 1980. This painting was one of three purchased. The other two paintings were by Walt Gonske. This painting was exhibited in Tulsans Collect, Gilcrease Museum, Tulsa, OK, February 16-April 15, 1990. On the stretcher: ""'Winter Landscape Below Taos Mountain'; 1978 Rod Gobel."" The painting is stamped: Rod Gobel Studio.","Zarrow Collection, Oklahoma State University Archives",jmz.118,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color); Carving (processes),image; 19 7/8 x 16 1/8 in.; framed: 27 1/4 x 23 3/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.118.png,/objects/jmz.118.png,/objects/small/jmz.118_sm.jpg,/objects/thumbs/jmz.118_th.jpg
