objectid,title,creator,subject,date,description,provenance,source,identifier,type,MEDIA,format,rights,rightsstatement,fileid,extension,object_location,image_small,image_thumb
JMZ.472,�Looking over Mother Land�,"Harjo, Albert",Creek,1999,"A painting of a Plains Indian warrior in a white buffalo headdress standing looking out over the plains.  He faces the viewer�s left and holds a decorated spear in his left hand.  His horse, a brown paint, stands behind him.  The painting was done on a blue Crescent mat board.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.472,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.472,png,/objects/JMZ.472.png,/objects/small/jmz.472_sm.jpg,/objects/thumbs/jmz.472_th.jpg
JMZ.473,�Watching the Enemy�,"Harjo, Albert",Creek,1999,"A painting of an Indian man wearing a war bonnet sitting on a brown and white paint horse.  Horse and rider face the viewer�s right.  The Indian is wearing buckskin leggings, beaded wrist guards and moccasins.  He holds a decorated spear in his left hand and has a maroon blanket wrapped around his hips.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ. 473,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ. 473,png,/objects/JMZ.473.png,/objects/small/jmz.473_sm.jpg,/objects/thumbs/jmz.473_th.jpg
JMZ.474,�Spooked�,"Harjo, Albert",Creek,1999,"A painting of a Plains Indian warrior wearing a wolf headdress and riding a brown paint horse.  The horse appears alarmed and is moving to the viewer�s right.  The man, who is holding a decorated spear pointed toward the ground on the viewer�s left, has turned back to his left and is looking down over the horses rear at a rabbit that is running toward the viewer�s left.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.474,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.474,png,/objects/JMZ.474.png,/objects/small/jmz.474_sm.jpg,/objects/thumbs/jmz.474_th.jpg
JMZ.475,�Warrior of the Plains�,"Harjo, Albert",Creek,1999,"A painting of a Plains Indian warrior riding a horse in a snowstorm.  The horse and rider move toward the viewer�s left.  The warrior is wearing a wolf headdress, a buckskin suit and moccasins.  He carries a shield and spear in his left hand.  The spear is carried horizontally, tip forward.  The horse is a gray and white paint with red circles painted around his eyes and red bars painted across his nose.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.475,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.475,png,/objects/JMZ.475.png,/objects/small/jmz.475_sm.jpg,/objects/thumbs/jmz.475_th.jpg
JMZ.476,�Paying Respect�,"Harjo, Albert",Creek,1999,A painting of a scaffold burial on a hill with four buffalo standing around it.  A spear decorated with a beaded bag and two feathers leans against the scaffold (viewer�s right) and a buffalo skull and a shield hang from two other supports.  There is a gold moon in the sky (viewer�s left).  A falling star streaks across the sky behind the platform.  The painting was done on red Crescent mat board.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.476,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.476,png,/objects/JMZ.476.png,/objects/small/jmz.476_sm.jpg,/objects/thumbs/jmz.476_th.jpg
JMZ.477,"untitled � African coastal village scene, men pulling a boat out of the water","Hrpe, Lohling",,,A painting of an African coastal village scene as the sun sets.  To the viewer�s right are the thatched huts of the village.  There are two rows of people pulling on a rope that is attached to a boat (viewer�s left).  In the distance is seen a boat with sails billowing.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.477,Image,watercolor and pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.477,png,/objects/JMZ.477.png,/objects/small/jmz.477_sm.jpg,/objects/thumbs/jmz.477_th.jpg
JMZ.478,untitled � African coastal village scene,"Hrpe, Lohling",,,A drawing of a canoe type boat with two men in it (moving to viewer�s left) with a village and palm trees behind them and water all around.  This drawing has been cut out and glued to another piece of paper.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.478,Image,pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.478,png,/objects/JMZ.478.png,/objects/small/jmz.478_sm.jpg,/objects/thumbs/jmz.478_th.jpg
JMZ.479,"untitled � African coastal village scene, daily life","Hrpe, Lohling",,,A drawing of an African coastal village scene with seven thatched huts and palms.  A woman sits in the foreground with a child standing on her lap.  To her right is a woman carrying a burden on her head.  In the distance can be seen the sea and two men on the beach.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.479,Image,pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.479,png,/objects/JMZ.479.png,/objects/small/jmz.479_sm.jpg,/objects/thumbs/jmz.479_th.jpg
JMZ.48,Mountain Sheep Dancer,"Velarde, Pablita",Santa Clara,1981,"A painting of a man (facing the viewer's right) wearing a mountain sheep headdress which includes the curled horns of the sheep.  He is also wearing a white shirt, a black hand-woven kilt, a rain sash and jingle bells on his waist and on his legs.  Each hand holds a feather decorated stick.  These sticks represent the front legs of the sheep as he dances.","Purchased by Mr. and Mrs. Jack Zarrow from the Oklahoma Indian Art Gallery, Oklahoma City, OK, May 24, 1996.","Zarrow Collection, Oklahoma State University Archives",JMZ.48,Image,earth pigments on board,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.48,png,/objects/JMZ.48.png,/objects/small/jmz.48_sm.jpg,/objects/thumbs/jmz.48_th.jpg
JMZ.480,untitled � African men fishing,"Hrpe, Lohling",,,A painting of three men in two canoe like boats fishing.  In the boat closest to the viewer a man is paddling or poling the boat toward the viewer�s left.  The second boat is behind the first and is also moving to the viewer�s left.  One of the men in it is poling or paddling the boat while the second man (viewer�s left) is casting a net into the water.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.480,Image,watercolor and pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.480,png,/objects/JMZ.480.png,/objects/small/jmz.480_sm.jpg,/objects/thumbs/jmz.480_th.jpg
JMZ.481,�Gene Leroy Hart�,"Johns, Stanley",Navajo,1979,A painting of a three object design which consists of a yellow circle with a water bird or Peyote bird outline drawn over it.  Superimposed over the bird figure is a twenty four point multicolor medallion design.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.481,Image,watercolor and pen and ink,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.481,png,/objects/JMZ.481.png,/objects/small/jmz.481_sm.jpg,/objects/thumbs/jmz.481_th.jpg
JMZ.482,�One Who Stands Proudly�,"Johns, Stanley",Navajo,1979,A painting of a buffalo standing with his front hooves in a stream.  He faces the viewer�s right.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.482,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.482,png,/objects/JMZ.482.png,/objects/small/jmz.482_sm.jpg,/objects/thumbs/jmz.482_th.jpg
JMZ.483,�Creek Warrior�,"Joshua, Lee",Creek; Seminole,1979,A Portrait of the face of an Indian man(facing viewer�s right).  Behind his head is an orange circle and three long feathers hang down from the back of his head.  Printed at the bottom of the painting  - �Creek Warrior�,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.483,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.483,png,/objects/JMZ.483.png,/objects/small/jmz.483_sm.jpg,/objects/thumbs/jmz.483_th.jpg
JMZ.484,�Seminole�,"Joshua, Lee",Creek; Seminole,1979,A portrait of the head of an Indian man wearing a purple turban with a long white feather attached at the top and hanging down the back.  There is also a black feather attached at the top and it hangs over his face.  A pink scarf is tied around his neck.  The man faces the viewer�s left.  �Seminole� is printed at the bottom of the painting.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.484,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.484,png,/objects/JMZ.484.png,/objects/small/jmz.484_sm.jpg,/objects/thumbs/jmz.484_th.jpg
JMZ.485,�Remembering the Past�,"Joshua, Lee",Creek; Seminole,1979,A painting of a white haired man whom stands facing the viewer.  He stands hunched over with his knees bent.  His right hand holds a walking stick and his left hand clutches a lavender colored blanket around his shoulders. In the grass in front of him he sees a buffalo skull and the image of a white buffalo head floats in the air behind his head.  �Remembering the Past� is printed at the bottom of the painting.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.485,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.485,png,/objects/JMZ.485.png,/objects/small/jmz.485_sm.jpg,/objects/thumbs/jmz.485_th.jpg
JMZ.486,�Medicine Man�,"Joshua, Lee",Creek; Seminole,1979,A painting of a man sitting on a hollow log facing the viewer.  A bucket sits on the ground in front of him between his feet and he holds a long reed or stick in his hands.  One end of the reed is in the bucket and the other end is in front of his chest.  He has long black hair with a single feather at the back of his head.  He is wrapped in a red blanket and wears blue leggings and high topped fringed moccasins with red scarves tied around his calves to hold them up.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.486,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.486,png,/objects/JMZ.486.png,/objects/small/jmz.486_sm.jpg,/objects/thumbs/jmz.486_th.jpg
JMZ.487,�Ball Sticks�,"Joshua, Lee",Creek; Seminole,1979,"A painting two handmade ball sticks that hang from a loop, thus the tips (ball pockets) are together and the ends of the handles are apart.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.487,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.487,png,/objects/JMZ.487.png,/objects/small/jmz.487_sm.jpg,/objects/thumbs/jmz.487_th.jpg
JMZ.488,�Free Entrance�,"Jones, Susan T.",,1980,A painting of three boys trying to sneak into a circus by going under a circus tent.  A policeman has caught them in the act.  The boys are on their knees (facing viewer�s right and are lifting the tent.  Two of the boys are looking at the policeman.  He has his back to the viewer on the viewer�s right and stands with his hands on his hips (only his right side is visible).,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.488,Image,watercolor,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.488,png,/objects/JMZ.488.png,/objects/small/jmz.488_sm.jpg,/objects/thumbs/jmz.488_th.jpg
JMZ.489,�The Plot�,"Jones, Susan T.",,1979,"A drawing of the head and necks of two men.  The man to the viewer�s left is slightly behind the other man and is looking at his as he talks out of the corner of his mouth.  The second man (viewer�s right) has his left eye almost closed and appears to be concentrating on what the first man is saying.  Both men wear beat up old cowboy hats, are unshaven, and disreputable looking.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.489,Image,pencil,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.489,png,/objects/JMZ.489.png,/objects/small/jmz.489_sm.jpg,/objects/thumbs/jmz.489_th.jpg
JMZ.49,Time of plenty,"Bales, Jean",Iowa,,"A painting of 45 women and girls dressed in calico tear dresses as they pick and shuck corn and visit.  Nine are seated, three are on horses, one is riding in a travois, the rest are standing.  There are eight white dogs and two horses and a foal included in the painting.","Purchased by Mr. and Mrs. Jack Zarrow from the artist at the Tulsa Indian Art Festival, Tulsa, OK, February 23, 1996. Written by artist on the dust cover:  ""Time Of Plenty"" by J Bales '95; to Jack and Maxine Zarrow Thank so much   you made my show, Jeanie, Feb. 23, 1996.","Zarrow Collection, Oklahoma State University Archives",JMZ.49,Image,acrylic on rice paper,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.49,png,/objects/JMZ.49.png,/objects/small/jmz.49_sm.jpg,/objects/thumbs/jmz.49_th.jpg
JMZ.490,untitled � Indian head,"McCombs, Solomon",Creek,,A drawing of the head and neck of a man wearing braids and a feather attached to the back of his head.  He faces the viewer�s left.  Behind his head there is a wide yellow diagonal stripe (bottom left to top right).,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.490,Image,pencil,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.490,png,/objects/JMZ.490.png,/objects/small/jmz.490_sm.jpg,/objects/thumbs/jmz.490_th.jpg
JMZ.491,�Visit with the Arrow Maker�,"Marler, Nadine",Cherokee,,"A painting of a man sitting on a stump as he breaks a flake out of a piece of flint.  He faces the viewer�s right.  Two young boys and a toddler watch him.  The toddler stands by his left knee, a young man in a purple shirt sits in front of him and a young man in a red shirt sits beyond the toddler to the viewer�s right.  Four arrow points lie on the ground in front of his right foot.",Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.491,Image,tempera,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.491,png,/objects/JMZ.491.png,/objects/small/jmz.491_sm.jpg,/objects/thumbs/jmz.491_th.jpg
JMZ.492,untitled � woman�s face,"Mauldin, Jane McCarty",Choctaw,1981,An outline of a woman�s face (facing viewer) sketched against an abstract yellow and brown background.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.492,Image,watercolor and pencil,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.492,png,/objects/JMZ.492.png,/objects/small/jmz.492_sm.jpg,/objects/thumbs/jmz.492_th.jpg
JMZ.493,�In For The Night�,"Mauldin, Jane McCarty",Choctaw,1980,A painting of a young black haired child (facing the viewer) who is wrapped in a blue blanket decorated with red and tan stripes.  She is smiling and her eyes are bright.  Her head is silhouetted by a full moon and there are stars in the sky.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.493,Image,tempera,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.493,png,/objects/JMZ.493.png,/objects/small/jmz.493_sm.jpg,/objects/thumbs/jmz.493_th.jpg
JMZ.494,�The Chosen Children�,"Marler, Nadine",Cherokee,,A painting of a circle made up of seven seated boys with the head of an adult to the viewer�s left.  There is a teepee shaped campfire at the lower right with two white bowls sitting to the viewer�s left of it.  Vines and roots lie around the bowls.,Word was unable to open Zarrow Art Catalogue 12.,"Zarrow Collection, Oklahoma State University Archives",JMZ.494,Image,tempera,image/png,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,JMZ.494,png,/objects/JMZ.494.png,/objects/small/jmz.494_sm.jpg,/objects/thumbs/jmz.494_th.jpg
